,accession,oxytolerance,domain,phylum,class,order,family
1067,RS_GCF_001192795.1,anaerobe,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae
1068,RS_GCF_001267405.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Moorellia,o__Moorellales,f__Moorellaceae
1069,RS_GCF_000174415.1,anaerobe,d__Bacteria,p__Firmicutes_D,c__Dethiobacteria,o__Dethiobacterales,f__Dethiobacteraceae
1070,GB_GCA_014651615.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae
1071,RS_GCF_003752465.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
1072,RS_GCF_003589745.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
1073,RS_GCF_000170755.1,aerobe,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Lentisphaerales,f__Lentisphaeraceae
1074,RS_GCF_004345615.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinilabiliaceae
1075,RS_GCF_003336425.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae
1076,RS_GCF_000429905.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfatibacillaceae
1077,RS_GCF_000172415.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1078,RS_GCF_000220175.1,aerobe,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae
1079,GB_GCA_005144965.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
1080,RS_GCF_000422305.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
1081,RS_GCF_014502795.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Heliobacteriales,f__Heliobacteriaceae
1082,RS_GCF_000024545.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae
1083,RS_GCF_000024905.1,anaerobe,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae
1084,RS_GCF_003258705.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae
1085,RS_GCF_003002095.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae
1086,RS_GCF_900177275.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Chromobacteriaceae
1087,RS_GCF_003148465.1,anaerobe,d__Bacteria,p__Thermotogota,c__Thermotogae,o__Petrotogales,f__Petrotogaceae
1088,RS_GCF_002443155.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1089,RS_GCF_000007185.1,anaerobe,d__Archaea,p__Methanobacteriota,c__Methanopyri,o__Methanopyrales,f__Methanopyraceae
1090,RS_GCF_000024325.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfohalobiaceae
1091,RS_GCF_004343305.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__UBA2363
1092,RS_GCF_000143765.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
1093,RS_GCF_000296815.2,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae
1094,RS_GCF_004340125.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae
1095,RS_GCF_004216755.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1096,RS_GCF_000743535.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
1097,RS_GCF_000379805.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae
1098,RS_GCF_000429345.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Desulfotomaculia,o__Desulfotomaculales,f__Desulfovirgulaceae
1099,RS_GCF_900115655.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae
1100,RS_GCF_002924445.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Minwuiales,f__Minwuiaceae
1101,GB_GCA_014652675.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1102,RS_GCF_003967515.1,aerobe,d__Bacteria,p__Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae
1103,RS_GCF_900103775.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae
1104,RS_GCF_900187365.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
1105,RS_GCF_000092185.1,anaerobe,d__Archaea,p__Thermoproteota,c__Thermoproteia,o__Sulfolobales,f__Desulfurococcaceae
1106,RS_GCF_000421285.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae
1107,RS_GCF_000024405.1,anaerobe,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae
1108,RS_GCF_008033235.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
1109,RS_GCF_002245355.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Thermoactinomycetales,f__Thermoactinomycetaceae
1110,RS_GCF_001280875.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
1111,RS_GCF_000024865.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae
1112,RS_GCF_003013695.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1113,RS_GCF_003054495.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Thermincolia,o__Carboxydocellales,f__Carboxydocellaceae
1114,RS_GCF_013402795.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1115,RS_GCF_900112895.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae
1116,RS_GCF_005518185.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
1117,RS_GCF_001591365.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1118,RS_GCF_000732725.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
1119,RS_GCF_003966915.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1120,RS_GCF_011455495.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
1121,RS_GCF_003096615.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
1122,RS_GCF_003097315.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__HP12,f__HP12
1123,RS_GCF_900115595.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1124,RS_GCF_004761865.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
1125,RS_GCF_900142995.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Thermosediminibacteria,o__Thermosediminibacterales,f__Thermosediminibacteraceae
1126,RS_GCF_900218035.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
1127,RS_GCF_000190435.1,anaerobe,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae
1128,RS_GCF_001293685.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfosarcinaceae
1129,RS_GCF_004362745.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Pleomorphomonadaceae
1130,RS_GCF_001661675.2,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
1131,RS_GCF_000311845.1,anaerobe,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae
1132,RS_GCF_000381525.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae
1133,RS_GCF_000378465.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
1134,RS_GCF_000429145.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
1135,RS_GCF_000430665.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1136,RS_GCF_014192375.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
1137,GB_GCA_014648255.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae
1138,RS_GCF_000473225.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1139,RS_GCF_014195685.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
1140,RS_GCF_000519325.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae
1141,RS_GCF_900129925.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae
1142,RS_GCF_000162875.1,anaerobe,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae
1143,RS_GCF_003726035.1,anaerobe,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae
1144,RS_GCF_010671605.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1145,RS_GCF_000196875.2,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae
1146,RS_GCF_000012925.1,anaerobe,d__Bacteria,p__Desulfobacterota_F,c__Desulfuromonadia,o__Geobacterales,f__Geobacteraceae
1147,RS_GCF_013409065.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae
1148,RS_GCF_000376965.1,anaerobe,d__Archaea,p__Methanobacteriota,c__Methanococci,o__Methanococcales,f__Methanococcaceae
1149,RS_GCF_001184205.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfarculia,o__Desulfarculales,f__Desulfarculaceae
1150,RS_GCF_900451145.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1151,RS_GCF_000144645.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Thermosediminibacteria,o__Thermosediminibacterales,f__Thermosediminibacteraceae
1152,RS_GCF_014270035.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
1153,RS_GCF_000219215.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1154,RS_GCF_000784355.1,anaerobe,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanomicrobiaceae
1155,RS_GCF_003966895.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Sporomusales,f__Sporomusaceae
1156,RS_GCF_000260115.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1157,RS_GCF_003546865.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae
1158,RS_GCF_000711905.1,anaerobe,d__Archaea,p__Halobacteriota,c__Methanosarcinia_A,o__Methanosarcinales_A,f__Methermicoccaceae
1159,RS_GCF_000620305.1,anaerobe,d__Bacteria,p__Firmicutes_B,c__Moorellia,o__Desulfitibacterales,f__Desulfitibacteraceae
1160,RS_GCF_000024945.1,anaerobe,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae
1161,RS_GCF_900100185.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_H,f__Marinococcaceae
1162,RS_GCF_002950575.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
1163,RS_GCF_006094695.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
1164,RS_GCF_002980555.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A,f__Rhizobiaceae_A
1165,RS_GCF_000429865.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae
1166,RS_GCF_000143965.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfarculia,o__Desulfarculales,f__Desulfarculaceae
1167,RS_GCF_001458435.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1168,RS_GCF_001263335.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae
1169,RS_GCF_014192515.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae
1170,RS_GCF_009835145.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1171,RS_GCF_003353425.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1172,RS_GCF_000378225.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae
1173,RS_GCF_000966265.1,anaerobe,d__Archaea,p__Methanobacteriota,c__Thermococci,o__Thermococcales,f__Thermococcaceae
1174,RS_GCF_000212375.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae
1175,RS_GCF_001457475.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1176,RS_GCF_900110425.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1177,RS_GCF_000010785.1,aerobe,d__Bacteria,p__Aquificota,c__Aquificae,o__Aquificales,f__Aquificaceae
1178,RS_GCF_003703835.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
1179,RS_GCF_900141855.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1180,RS_GCF_000421525.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae
1181,RS_GCF_004217095.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1182,RS_GCF_900107645.1,anaerobe,d__Bacteria,p__Desulfobacterota_F,c__Desulfuromonadia,o__Desulfuromonadales,f__Geopsychrobacteraceae
1183,GB_GCA_014651635.1,aerobe,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__KCTC-12870
1184,RS_GCF_900108275.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1185,RS_GCF_000024885.1,anaerobe,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Sulfurospirillaceae
1186,RS_GCF_900143695.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfocapsaceae
1187,RS_GCF_002893625.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
1188,RS_GCF_000384395.1,anaerobe,d__Bacteria,p__Desulfobacterota_F,c__Desulfuromonadia,o__Desulfuromonadales,f__Geopsychrobacteraceae
1189,RS_GCF_000315015.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
1190,RS_GCF_007971225.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
1191,RS_GCF_900221005.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae
1192,RS_GCF_900188145.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Natronincolaceae
1193,RS_GCF_000165505.1,anaerobe,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae
1194,RS_GCF_004345725.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Chromobacteriaceae
1195,RS_GCF_000737325.1,aerobe,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Sandaracinaceae
1196,RS_GCF_000158275.2,anaerobe,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae
1197,GB_GCA_014641595.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae
1198,RS_GCF_900156785.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
1199,RS_GCF_000969905.1,anaerobe,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae
1200,RS_GCF_000331535.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
1201,RS_GCF_000614145.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
1202,RS_GCF_900106595.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_H,f__Marinococcaceae
1203,RS_GCF_900105195.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
1204,RS_GCF_000336575.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae
1205,RS_GCF_900112105.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1206,RS_GCF_902859695.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1207,RS_GCF_001750285.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__Domibacillaceae
1208,RS_GCF_013387165.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
1209,RS_GCF_010093205.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
1210,RS_GCF_900102145.1,aerobe,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Thermaceae
1211,RS_GCF_002097535.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Halobacillaceae
1212,RS_GCF_000426585.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
1213,RS_GCF_009733815.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Beutenbergiaceae
1214,RS_GCF_002902305.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae
1215,RS_GCF_000258515.1,anaerobe,d__Archaea,p__Methanobacteriota,c__Thermococci,o__Thermococcales,f__Thermococcaceae
1216,RS_GCF_900445835.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1217,RS_GCF_900111455.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae
1218,RS_GCF_000520995.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1219,RS_GCF_000011645.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae
1220,RS_GCF_013328205.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
1221,RS_GCF_001752395.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
1222,RS_GCF_900101755.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
1223,RS_GCF_001439805.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
1224,RS_GCF_002899945.2,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
1225,GB_GCA_014635665.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Cellulomonadaceae
1226,RS_GCF_000154845.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
1227,RS_GCF_000496575.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae
1228,RS_GCF_000203875.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
1229,RS_GCF_000455445.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
1230,RS_GCF_001403735.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
1231,RS_GCF_004357985.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
1232,RS_GCF_003991565.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae
1233,RS_GCF_007830355.1,aerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
1234,RS_GCF_900156605.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae
1235,RS_GCF_001639725.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Marinomonadaceae
1236,RS_GCF_014396785.1,aerobe,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
1237,RS_GCF_900104415.1,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
1238,RS_GCF_900109495.1,anaerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Ectothiorhodospiraceae
1239,RS_GCF_001651805.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae
1240,RS_GCF_001719065.1,anaerobe,d__Bacteria,p__Thermotogota,c__Thermotogae,o__Thermotogales,f__Fervidobacteriaceae
1241,RS_GCF_003426025.1,aerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
1242,RS_GCF_003315035.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
1243,RS_GCF_003385215.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae
1244,RS_GCF_001612685.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
1245,RS_GCF_000179635.2,anaerobe,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae
1246,RS_GCF_900128985.1,anaerobe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae
1247,RS_GCF_000017945.1,anaerobe,d__Archaea,p__Thermoproteota,c__Thermoproteia,o__Sulfolobales,f__Ignicoccaceae
1248,RS_GCF_900103845.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
1249,RS_GCF_900114775.1,aerobe,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae
1250,RS_GCF_001553605.1,anaerobe,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae
1251,RS_GCF_014192395.1,anaerobe,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae
1252,GB_GCA_014645235.1,aerobe,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
1253,RS_GCF_900143265.1,anaerobe,d__Bacteria,p__Thermotogota,c__Thermotogae,o__Thermotogales,f__Fervidobacteriaceae
1254,RS_GCF_000347175.1,aerobe,d__Bacteria,p__Spirochaetota,c__Leptospirae,o__Leptospirales,f__Leptospiraceae
1255,RS_GCF_900167145.1,anaerobe,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae
